problem_id,optionB_frac
0,0.09865470852017937
1,0.4461883408071749
2,0.19955156950672645
3,0.38565022421524664
4,0.4977578475336323
5,0.40582959641255606
6,0.257847533632287
7,0.23318385650224216
8,0.2085201793721973
9,0.2399103139013453
10,0.7690582959641256
11,0.11883408071748879
12,0.773542600896861
13,0.09192825112107623
14,0.21076233183856502
15,0.1210762331838565
16,0.5269058295964125
17,0.21076233183856502
18,0.257847533632287
19,0.4192825112107623
20,0.3071748878923767
21,0.2937219730941704
22,0.37668161434977576
23,0.3430493273542601
24,0.3273542600896861
25,0.7309417040358744
26,0.11659192825112108
27,0.8878923766816144
28,0.10089686098654709
29,0.242152466367713
30,0.9125560538116592
31,0.013452914798206279
32,0.8385650224215246
33,0.3183856502242152
34,0.9775784753363229
35,0.008968609865470852
36,0.7556053811659192
37,0.5426008968609866
38,0.36771300448430494
39,0.6434977578475336
40,0.5986547085201793
41,0.5426008968609866
42,0.8071748878923767
43,0.5179372197309418
44,0.47085201793721976
45,0.35650224215246634
46,0.695067264573991
47,0.23094170403587444
48,0.452914798206278
49,0.804932735426009
50,0.6322869955156951
51,0.6367713004484304
52,0.3251121076233184
53,0.4618834080717489
54,0.9372197309417041
55,0.008968609865470852
56,0.9170403587443946
57,0.9798206278026906
58,0.257847533632287
59,0.6883408071748879
60,0.14349775784753363
61,0.47533632286995514
62,0.2937219730941704
63,0.2802690582959641
64,0.47085201793721976
65,0.26905829596412556
66,0.273542600896861
67,0.30269058295964124
68,0.29596412556053814
69,0.30493273542600896
70,0.7085201793721974
71,0.10538116591928251
72,0.9035874439461884
73,0.13452914798206278
74,0.2399103139013453
75,0.11659192825112108
76,0.3923766816143498
77,0.21076233183856502
78,0.2600896860986547
79,0.3251121076233184
80,0.3004484304932735
81,0.27802690582959644
82,0.37668161434977576
83,0.19955156950672645
84,0.1726457399103139
85,0.7959641255605381
86,0.10538116591928251
87,0.92152466367713
88,0.08968609865470852
89,0.18385650224215247
90,0.11659192825112108
91,0.647982062780269
92,0.695067264573991
93,0.4260089686098655
94,0.2645739910313901
95,0.9618834080717489
96,0.004484304932735426
97,0.8228699551569507
98,0.5022421524663677
99,0.4551569506726457
100,0.726457399103139
101,0.8609865470852018
102,0.5269058295964125
103,0.226457399103139
104,0.3991031390134529
105,0.6188340807174888
106,0.02242152466367713
107,0.6457399103139013
108,0.5650224215246636
109,0.29596412556053814
110,0.1905829596412556
111,0.19506726457399104
112,0.5067264573991032
113,0.5448430493273543
114,0.7847533632286996
115,0.8609865470852018
116,0.6569506726457399
117,0.984304932735426
118,0.2982062780269058
119,0.437219730941704
120,0.1591928251121076
121,0.4910313901345291
122,0.3632286995515695
123,0.3004484304932735
124,0.4282511210762332
125,0.3721973094170404
126,0.2937219730941704
127,0.4192825112107623
128,0.28699551569506726
129,0.25112107623318386
130,0.679372197309417
131,0.12331838565022421
132,0.899103139013453
133,0.13901345291479822
134,0.3452914798206278
135,0.13901345291479822
136,0.4551569506726457
137,0.2825112107623318
138,0.31390134529147984
139,0.4260089686098655
140,0.33856502242152464
141,0.35201793721973096
142,0.42152466367713004
143,0.26905829596412556
144,0.2219730941704036
145,0.7354260089686099
146,0.10538116591928251
147,0.899103139013453
148,0.13452914798206278
149,0.257847533632287
150,0.8363228699551569
151,0.7174887892376681
152,0.42376681614349776
153,0.8542600896860987
154,0.9730941704035875
155,0.952914798206278
156,0.09192825112107623
157,0.6345291479820628
158,0.8139013452914798
159,0.7354260089686099
160,0.9730941704035875
161,0.02242152466367713
162,0.7399103139013453
163,0.4618834080717489
164,0.6547085201793722
165,0.9865470852017937
166,0.6995515695067265
167,0.7847533632286996
168,0.31614349775784756
169,0.40582959641255606
170,0.49327354260089684
171,0.13228699551569506
172,0.3901345291479821
173,0.5964125560538116
174,0.6434977578475336
175,0.3721973094170404
176,0.6748878923766816
177,0.5807174887892377
178,0.6681614349775785
179,0.5695067264573991
